5187,586,195
5115,371,244
7,617,229
5,611,231
4,599,232
6,592,233
4,582,234
5,573,235
2,564,236
7,377,280
1,371,281
1,368,282
5,373,286
5564,185,453
6987,533,510
1,228,470
2,196,487
1,167,494
1,152,498
1,551,550
1,546,551
2,507,552
2,501,556
2,497,558
